17,65
13,45
10,44
2,10
11,43
3,13
12,42
7,31
7,31
16,52
8,38
5,25
3,15
6,30
10,48
9,39
6,27
10,44
15,59
3,13
14,68
4,16
15,55
12,60
13,57
8,35
7,29
8,32
11,55
17,76
7,25
5,23
12,56
11,49
14,62
6,28
2,10
11,43
11,37
16,68
3,13
5,25
7,33
6,30
3,15
8,34
3,13
9,33
9,35
9,31
8,32
6,30
11,49
13,65
18,42
11,52
7,25
8,28
9,41
4,20
8,36
3,15
6,28
11,41
10,38
11,47
6,30
4,16
11,45
5,25
7,27
8,37
10,47
10,50
15,63
15,55
17,57
8,30
10,44
7,31
8,40
10,36
15,53
8,28
8,40
12,56
13,47
14,46
15,55
6,30
16,66
14,58
17,61
10,33
9,35
6,30
10,38
7,33
6,24
3,13
